house_id,houseguid,exploitation_start_year,living_quarters_count,address,lat,lon,mun_obr,total_ppl,house_ppf,theoretical_non_vacant_flats,vacant_flats_count,vacant_flats_share
7823355,11bb5ac4-f6f5-410e-b8ef-bf7256322875,1973.0,143.0,"г. Москва, ул. 50 лет Октября, д. 5, к. 2",55.649369449999995,37.4127867143105,район Солнцево,339.0,3.3126605050120173,102.33466408256956,41.0,0.2867132867132867
7823380,a86eeb44-65ca-46ce-b91e-976f5062c9d5,1975.0,144.0,"г. Москва, ул. 50 лет Октября, д. 5, к. 3",55.64915915,37.411710549999995,район Солнцево,375.0,3.454129507508432,108.56570351078088,35.0,0.24305555555555555
8065585,25ef4f92-8997-4d37-836b-9373914c781b,1969.0,4.0,"г. Москва, ул. 50 лет Октября, д. 6, к. 2",55.65533335,37.416178986605345,район Солнцево,1.0,3.1327819995066,0.3192051027353629,4.0,1.0
7823387,c1e043ea-5a10-48af-99d1-c55edc01ddcf,1971.0,81.0,"г. Москва, ул. 50 лет Октября, д. 7",55.6505546,37.412364356228366,район Солнцево,197.0,2.5547943263226967,77.10992543323697,4.0,0.04938271604938271
7823399,23cfa281-757d-4b57-b40e-effd6c0232a5,2005.0,64.0,"г. Москва, ул. 50 лет Октября, д. 9",55.6510131,37.4125975891741,район Солнцево,114.0,2.6813290405028534,42.516229182607354,21.0,0.328125
7823405,878fdfaf-61b0-4047-a9e1-036514822750,2006.0,64.0,"г. Москва, ул. 50 лет Октября, д. 9, к. 1",55.6503587,37.411854899999994,район Солнцево,103.0,2.8320797038301597,36.36903292682787,28.0,0.4375
7823407,f43705a5-cea5-437c-bc2d-0de088addfae,2006.0,64.0,"г. Москва, ул. 50 лет Октября, д. 9, к. 2",55.6502758,37.41118455,район Солнцево,104.0,3.0796469079916813,33.770105179954264,30.0,0.46875
7823417,4bb2ae7d-a929-4947-82af-3c4eb31013ac,1969.0,81.0,"г. Москва, ул. 50 лет Октября, д. 11",55.651680400000004,37.41275795378873,район Солнцево,184.0,2.5547943263226967,72.0214531965259,9.0,0.1111111111111111
7823437,c28f4ad5-ae3c-4545-9741-d1a410cd0c5f,1969.0,95.0,"г. Москва, ул. 50 лет Октября, д. 15",55.653350950000004,37.41455625,район Солнцево,146.0,2.7605417609624054,52.88816929510972,42.0,0.4421052631578947
7823443,7337dafc-5597-4763-ac40-b17ab6a80845,1969.0,96.0,"г. Москва, ул. 50 лет Октября, д. 17",55.6536981,37.41460258810046,район Солнцево,135.0,2.752178856949714,49.052044586093054,47.0,0.4895833333333333
7823448,211709b7-8998-47f3-a769-4f2c1ccbbe23,1968.0,138.0,"г. Москва, ул. 50 лет Октября, д. 19",55.65425595000001,37.413452848444805,район Солнцево,444.0,3.300069666810766,134.5426141955021,3.0,0.021739130434782608
7823456,9161acce-9b94-49cb-aabc-24a0a7f57352,1968.0,143.0,"г. Москва, ул. 50 лет Октября, д. 19, к. 1",55.65385965,37.412311615459814,район Солнцево,367.0,3.3075365605584013,110.95871301209155,32.0,0.22377622377622378
7823463,e28ef1ad-7c6d-460c-9f94-4e140471dd04,1969.0,143.0,"г. Москва, ул. 50 лет Октября, д. 19, к. 2",55.65324845,37.41195949533972,район Солнцево,402.0,3.3075365605584013,121.54060662359892,21.0,0.14685314685314685
7823478,5309f471-54e7-4d64-b4b8-29dedadb87f6,1969.0,143.0,"г. Москва, ул. 50 лет Октября, д. 21",55.65487335,37.413930553675286,район Солнцево,416.0,3.3075365605584013,125.77336406820186,17.0,0.11888111888111888
7823490,020fd089-25b1-4384-9308-8cca153d8a53,1969.0,142.0,"г. Москва, ул. 50 лет Октября, д. 23, к. 1",55.6552328,37.41142119202587,район Солнцево,351.0,3.2977227167399077,106.43708708990388,36.0,0.2535211267605634
7823496,7931b39d-dfdf-4948-a5b8-47f78f8decb3,1968.0,144.0,"г. Москва, ул. 50 лет Октября, д. 23, к. 2",55.6546552,37.41109093395356,район Солнцево,358.0,3.294744279677678,108.65790167940524,35.0,0.24305555555555555
7823499,2dc59d9e-249d-443f-98f1-8386d5d36df5,1969.0,144.0,"г. Москва, ул. 50 лет Октября, д. 25",55.656258449999996,37.413080633168605,район Солнцево,387.0,3.2926708620497553,117.53376399093973,26.0,0.18055555555555555
7823503,49e57c17-2180-43aa-b501-84f050c2822b,1972.0,144.0,"г. Москва, ул. 50 лет Октября, д. 27",55.65707,37.411764274414566,район Солнцево,389.0,3.294744279677678,118.06682612650458,26.0,0.18055555555555555
7823508,e91cddda-25c5-48ed-a62e-ae093d41ba5e,1969.0,144.0,"г. Москва, ул. 50 лет Октября, д. 27, к. 1",55.65666935,37.41064388534106,район Солнцево,356.0,3.294744279677678,108.05087429572141,36.0,0.25
7823512,71e15a61-5685-4bbb-8186-4bc8e4a38b3f,1969.0,144.0,"г. Москва, ул. 50 лет Октября, д. 27, к. 2",55.65607795,37.41025266561866,район Солнцево,375.0,3.294744279677678,113.81763444071778,30.0,0.20833333333333334
7823515,0ca01c81-3017-439a-859e-faa82450b656,1974.0,239.0,"г. Москва, ул. 50 лет Октября, д. 29",55.6578898,37.41209799901284,район Солнцево,642.0,3.246580901663021,197.74649683645444,41.0,0.17154811715481172
7667276,0e622c5d-5746-4b8f-b2c8-09b09d53d1b7,1962.0,79.0,"г. Москва, пр-кт. 60-летия Октября, д. 3, к. 1",55.7058788,37.58158503076418,Гагаринский район,123.0,3.058411362597181,40.21695756961525,39.0,0.4936708860759494
7667277,ec0e4e62-2457-4b87-9cd7-f93f91858735,1963.0,72.0,"г. Москва, пр-кт. 60-летия Октября, д. 3, к. 2",55.70588985,37.58285478718028,Гагаринский район,90.0,2.703561581880043,33.289421111471206,39.0,0.5416666666666666
7667278,916b9aa8-396c-4a2d-98d4-e49847844d68,1963.0,71.0,"г. Москва, пр-кт. 60-летия Октября, д. 3, к. 3",55.70562085,37.58256532209606,Гагаринский район,106.0,2.575148642115898,41.16267242457274,30.0,0.4225352112676056
7667280,e7dc6572-28d7-44a2-b5c6-3bbf46f60fa9,1964.0,88.0,"г. Москва, пр-кт. 60-летия Октября, д. 3, к. 4",55.705449349999995,37.5814356932772,Гагаринский район,118.0,2.672611613416942,44.151570474221145,44.0,0.5
7667289,e6c9dc96-0b70-4dd9-894b-8a10d67285df,1964.0,93.0,"г. Москва, пр-кт. 60-летия Октября, д. 5, к. 1",55.705035249999995,37.581310637462266,Гагаринский район,126.0,3.2531696495525844,38.731456878472066,54.0,0.5806451612903226
7667290,f97b467a-e937-4599-9067-c74caa6649c1,1965.0,93.0,"г. Москва, пр-кт. 60-летия Октября, д. 5, к. 2",55.70461765,37.58115998151044,Гагаринский район,129.0,3.1791653678862786,40.57668761212249,52.0,0.5591397849462365
7667291,6c7fa0e5-2fc7-4e9a-b093-535bbec1477d,1967.0,84.0,"г. Москва, пр-кт. 60-летия Октября, д. 5, к. 3",55.70330615,37.58053789950769,Гагаринский район,155.0,2.5094043051498938,61.76764727864026,22.0,0.2619047619047619
7667293,ff8cfb03-90a4-4002-9e35-c164faffaafb,1967.0,84.0,"г. Москва, пр-кт. 60-летия Октября, д. 5, к. 4",55.702977950000005,37.58038242124296,Гагаринский район,121.0,3.3197382962934063,36.44865624953038,48.0,0.5714285714285714
8167306,7c807577-6088-4889-94b2-ec9e906455a0,2003.0,172.0,"г. Москва, пр-кт. 60-летия Октября, д. 8",55.69554225,37.575805921484736,Академический район,1.0,4.524345199231695,0.22102645929179224,172.0,1.0
8004177,fa844609-84ef-4f05-8414-74b25c56fce1,1964.0,68.0,"г. Москва, пр-кт. 60-летия Октября, д. 10/1",55.6922381,37.575090404323305,Академический район,136.0,2.8393235338469087,47.89873305341077,20.0,0.29411764705882354
8004180,6793bac3-20b7-4e42-b53a-73dc9be6c309,1963.0,68.0,"г. Москва, пр-кт. 60-летия Октября, д. 12",55.692037,37.574604772487135,Академический район,129.0,2.881078291697599,44.77490263688397,23.0,0.3382352941176471
8004181,c55b1076-d005-4c06-8a12-c30c57172e0f,1959.0,79.0,"г. Москва, пр-кт. 60-летия Октября, д. 14",55.6915175,37.5749479,Академический район,175.0,3.053352206859732,57.31405620577965,22.0,0.27848101265822783
8004183,7f78f929-ef62-4ed4-9e70-c9499a617dee,1958.0,80.0,"г. Москва, пр-кт. 60-летия Октября, д. 16, к. 1",55.690596549999995,37.57452980544103,Академический район,207.0,3.0532161298174723,67.7973622562956,12.0,0.15
8004187,fb804b85-7549-446b-ac31-d4b07066952b,1959.0,59.0,"г. Москва, пр-кт. 60-летия Октября, д. 16, к. 2",55.69019835,37.57361249876509,Академический район,152.0,3.0102812685040314,50.49362050993224,9.0,0.15254237288135594
8004189,4c53967e-e335-412b-a21b-7002759aa45b,1959.0,60.0,"г. Москва, пр-кт. 60-летия Октября, д. 16, к. 3",55.690616899999995,37.57322739468268,Академический район,137.0,2.9985338698640107,45.6889953376492,14.0,0.23333333333333334
8004190,9734829a-e6b8-4461-92a4-320acc3ba20a,1959.0,60.0,"г. Москва, пр-кт. 60-летия Октября, д. 16, к. 4",55.6910596,37.573925599999995,Академический район,135.0,2.9982561689322327,45.02617267959378,15.0,0.25
8004191,8fcc509e-58d0-43c2-9608-7797e2ed326d,1958.0,79.0,"г. Москва, пр-кт. 60-летия Октября, д. 18, к. 1",55.68972745,37.57423110544104,Академический район,166.0,3.0737179299849666,54.00625684635021,25.0,0.31645569620253167
8004193,d478b1c6-499b-4daf-8a87-df27f8164135,1959.0,60.0,"г. Москва, пр-кт. 60-летия Октября, д. 18, к. 2",55.6883116,37.57618028885321,Академический район,145.0,2.9982561689322327,48.36144472993406,12.0,0.2
